trajectory
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
-0.000001	0.000001	0.000008
-0.000007	0.000009	0.000047
-0.000021	0.000027	0.000147
-0.000048	0.000061	0.000333
-0.000091	0.000115	0.000630
-0.000154	0.000192	0.001053
-0.000241	0.000289	0.001601
-0.000359	0.000403	0.002269
-0.000512	0.000531	0.003050
-0.000704	0.000670	0.003938
-0.000940	0.000818	0.004924
-0.001225	0.000981	0.005995
-0.001563	0.001163	0.007136
-0.001961	0.001369	0.008335
-0.002420	0.001605	0.009578
-0.002936	0.001874	0.010850
-0.003483	0.002185	0.012133
-0.004028	0.002545	0.013406
-0.004539	0.002960	0.014649
-0.004991	0.003436	0.015847
-0.005359	0.003972	0.016983
-0.005632	0.004552	0.018040
-0.005800	0.005158	0.019002
-0.005854	0.005769	0.019857
-0.005788	0.006369	0.020591
-0.005600	0.006940	0.021200
-0.005297	0.007459	0.021695
-0.004889	0.007902	0.022092
-0.004387	0.008249	0.022405
-0.003801	0.008481	0.022649
-0.003141	0.008581	0.022830
-0.002424	0.008533	0.022937
-0.001666	0.008323	0.022957
-0.000883	0.007940	0.022873
-0.000089	0.007373	0.022675
0.000702	0.006614	0.022358
0.001479	0.005658	0.021935
0.002232	0.004502	0.021425
0.002950	0.003144	0.020848
0.003625	0.001584	0.020219
0.004247	-0.000178	0.019552
